Gene_original,Gene_limpo,ENTREZID
IKBKG,IKBKG,8517
IGF2BP2,IGF2BP2,10644
SLC30A1,SLC30A1,7779
NDUFB9,NDUFB9,4715
COX11,COX11,1353
SQOR,SQOR,58472
LAMC3,LAMC3,10319
ROBO1,ROBO1,6091
STON1,STON1,11037
NUMBL,NUMBL,9253
SLC4A4,SLC4A4,8671
FCGBP,FCGBP,8857
SCIN,SCIN,85477
WASF2,WASF2,10163
MAU2,MAU2,23383
FAM169A,FAM169A,26049
ENPP4,ENPP4,22875
ZHX2,ZHX2,22882
MORC2,MORC2,22880
IVNS1ABP,IVNS1ABP,10625
SEC23IP,SEC23IP,11196
